
10;1;1453;52;45;1566;135;100
10;2;1680;52;45;1593;135;100
10;3;1621;52;45;1554;135;100
10;4;2348;52;45;13304;135;100
10;5;25314;52;45;5588;135;100
50;1;17756;734;1225;62997;3552;2500
50;2;6851;734;1225;6962;3552;2500
50;3;5330;734;1225;6154;3552;2500
50;4;4502;734;1225;5662;3552;2500
50;5;4233;734;1225;6411;3552;2500
100;1;10139;2580;4950;14157;13602;10000
100;2;12004;2580;4950;16304;13602;10000
100;3;15742;2580;4950;20830;13602;10000
100;4;13266;2580;4950;17775;13602;10000
100;5;11083;2580;4950;14446;13602;10000
500;1;148332;48153;124750;253884;277986;250000
500;2;157764;48153;124750;298537;277986;250000
500;3;196781;48153;124750;312097;277986;250000
500;4;195944;48153;124750;260522;277986;250000
500;5;150614;48153;124750;244367;277986;250000
1000;1;719343;158502;499500;1036357;943788;1000000
1000;2;540897;158502;499500;914702;943788;1000000
1000;3;637966;158502;499500;897210;943788;1000000
1000;4;542077;158502;499500;922989;943788;1000000
1000;5;508955;158502;499500;855422;943788;1000000
5000;1;7314009;1135182;12497500;13411013;6735429;25000000
5000;2;6643244;1135182;12497500;13218533;6735429;25000000
5000;3;6819482;1135182;12497500;12781477;6735429;25000000
5000;4;7619581;1135182;12497500;12592824;6735429;25000000
5000;5;6475875;1135182;12497500;12937356;6735429;25000000
10000;1;25539032;2269616;49995000;54507129;13496631;100000000
10000;2;27247621;2269616;49995000;55519706;13496631;100000000
10000;3;25489356;2269616;49995000;76496628;13496631;100000000
10000;4;27319321;2269616;49995000;49021163;13496631;100000000
10000;5;24742149;2269616;49995000;50174280;13496631;100000000
