
10;1;3593;68;15;2880;96;45
10;2;3151;68;15;4289;96;45
10;3;3072;68;15;2468;96;45
10;4;9190;68;15;3557;96;45
10;5;4117;68;15;3532;96;45
50;1;12824;572;135;6379;1777;1095
50;2;11996;572;135;8008;1777;1095
50;3;12047;572;135;7470;1777;1095
50;4;11825;572;135;6115;1777;1095
50;5;11461;572;135;5809;1777;1095
100;1;14678;1344;321;22389;7239;4628
100;2;16175;1344;321;12965;7239;4628
100;3;13218;1344;321;10399;7239;4628
100;4;16609;1344;321;13338;7239;4628
100;5;15303;1344;321;15502;7239;4628
500;1;49979;8976;2283;186824;160041;102807
500;2;50849;8976;2283;160513;160041;102807
500;3;50133;8976;2283;144946;160041;102807
500;4;73807;8976;2283;199875;160041;102807
500;5;68958;8976;2283;160730;160041;102807
1000;1;161277;19952;5171;776952;511761;313275
1000;2;143925;19952;5171;878847;511761;313275
1000;3;160937;19952;5171;931918;511761;313275
1000;4;157657;19952;5171;791918;511761;313275
1000;5;159832;19952;5171;784765;511761;313275
5000;1;890250;123616;34021;9074768;10798812;4708454
5000;2;688109;123616;34021;7484916;10798812;4708454
5000;3;619041;123616;34021;8593687;10798812;4708454
5000;4;626054;123616;34021;8086985;10798812;4708454
5000;5;901434;123616;34021;9653858;10798812;4708454
10000;1;1224222;267232;75682;30157022;39971251;15572762
10000;2;1216304;267232;75682;26694076;39971251;15572762
10000;3;1301100;267232;75682;27053394;39971251;15572762
10000;4;1409464;267232;75682;27495161;39971251;15572762
10000;5;1152530;267232;75682;28706299;39971251;15572762
