
10;1;7908;0;9;9360;96;45
10;2;9450;0;9;4597;96;45
10;3;6521;0;9;3197;96;45
10;4;5875;0;9;3231;96;45
10;5;5743;0;9;2969;96;45
50;1;9860;0;49;7327;1777;1095
50;2;15134;0;49;6918;1777;1095
50;3;12334;0;49;8461;1777;1095
50;4;17184;0;49;8956;1777;1095
50;5;12860;0;49;6953;1777;1095
100;1;17774;0;99;17924;7239;4628
100;2;19455;0;99;16161;7239;4628
100;3;19166;0;99;16323;7239;4628
100;4;19465;0;99;16234;7239;4628
100;5;20853;0;99;16680;7239;4628
500;1;196072;0;499;271875;160041;102807
500;2;186452;0;499;269829;160041;102807
500;3;186208;0;499;314228;160041;102807
500;4;188308;0;499;269519;160041;102807
500;5;184794;0;499;269120;160041;102807
1000;1;626814;0;999;805806;511761;313275
1000;2;686540;0;999;804669;511761;313275
1000;3;633888;0;999;850341;511761;313275
1000;4;652475;0;999;858099;511761;313275
1000;5;636292;0;999;814253;511761;313275
5000;1;14117854;0;4999;14289388;10798812;4708454
5000;2;14055782;0;4999;14406578;10798812;4708454
5000;3;18109594;0;4999;15767716;10798812;4708454
5000;4;14173544;0;4999;14483003;10798812;4708454
5000;5;13991058;0;4999;14336105;10798812;4708454
10000;1;55955301;0;9999;50252612;39971251;15572762
10000;2;65730943;0;9999;49632459;39971251;15572762
10000;3;83849638;0;9999;51469972;39971251;15572762
10000;4;55063175;0;9999;50577820;39971251;15572762
10000;5;59109976;0;9999;51565883;39971251;15572762
